score,author,content,description,publishedAt,source,title,url,urlToImage
956,SARAH STEIN KERR,1 U.S. Paul Manaforts Trail of Scandals,Emily Basham’s home was destroyed by Hurricane Michael. Now the mother of three is wondering how to start over.,2018-10-13T01:07:04Z,"{'id': 'the-new-york-times', 'name': 'The New York Times'}",It’s ‘Unreal’: A Panama City Resident Surveys the Damage,https://www.nytimes.com/video/us/100000006159139/hurricane-michael-residents-return.html,https://static01.nyt.com/images/2018/10/13/us/13_michael_home/13_michael_home-videoSixteenByNine1050.jpg
957,THE NEW YORK TIMES,"In many ways, climate change has made hurricanes worse: A rise in sea level is causing higher storm surges, and warmer air is leading to rainier storms. With Hurricane Michael, local geography also has a role to play in the storms impact. If the predictions o… [+1447 chars]",Tropical Storm Michael was upgraded to a Category 1 hurricane on Monday as it barreled toward the Gulf Coast. It could hit Florida as a Category 3 storm.,2018-10-09T09:12:53Z,"{'id': 'the-new-york-times', 'name': 'The New York Times'}",Hurricane Michael: Major Storm Bears Down on Florida Panhandle,https://www.nytimes.com/2018/10/09/us/hurricane-michael.html,https://static01.nyt.com/images/2018/10/10/world/10michael-live-1/10michael-live-1-facebookJumbo.jpg
958,NEETI UPADHYE,1 U.S. Paul Manaforts Trail of Scandals,"Hurricane Michael made landfall in Florida at close to Category 5 strength, causing widespread damage in parts of the Panhandle and killing at least 2 people.",2018-10-11T16:18:46Z,"{'id': 'the-new-york-times', 'name': 'The New York Times'}",‘Trees Flying By’: The Aftermath of Hurricane Michael,https://www.nytimes.com/video/us/politics/100000006156360/hurricane-michael-aftermath-florida-storm.html,https://static01.nyt.com/images/2018/10/12/us/12michael-001alt/12michael-001alt-videoSixteenByNine1050.jpg
959,HENRY FOUNTAIN,"The theory, largely the work of Kerry Emanuel, a scientist at the Massachusetts Institute of Technology, holds that the temperature difference between ocean and upper atmosphere determines how much a storm intensifies. A bigger temperature difference leads to… [+1792 chars]","Scientists say the links between global warming and hurricanes are real, although it’s still too early to say what the climate-change impact has been on Hurricane Michael.",2018-10-10T22:28:30Z,"{'id': 'the-new-york-times', 'name': 'The New York Times'}","The Hurricanes, and Climate-Change Questions, Keep Coming. Yes, They’re Linked.",https://www.nytimes.com/2018/10/10/climate/hurricane-michael-climate-change.html,https://static01.nyt.com/images/2018/10/11/climate/11CLI-CLIMATESTORM1/11CLI-CLIMATESTORM1-facebookJumbo.jpg
960,DAVE PHILIPPS,"Its aftermath was both devastating and remarkable, with helicopter footage of the base Thursday morning showing hangars that had easily survived past storms now riddled with gaping holes. At least three twin-engine propeller planes owned by a contractor and u… [+2212 chars]","Hurricane Michael tore directly into the base. When it was over, Tyndall lay in ruins, amid what the Air Force called “widespread catastrophic damage.”",2018-10-12T10:19:14Z,"{'id': 'the-new-york-times', 'name': 'The New York Times'}","A Fighter Jet Flipped. Hangars Shredded. At Tyndall Air Force Base, a ‘Complete Loss.’",https://www.nytimes.com/2018/10/11/us/air-force-hurricane-michael-damage.html,https://static01.nyt.com/images/2018/10/12/us/12michael-airforce/12michael-airforce-facebookJumbo.jpg
961,GLENN THRUSH and ALAN BLINDER,"MARIANNA, Fla. After two weeks of working 20-hour days on hurricane response and sleeping fitfully under a tatty Auburn University fleece in his office, Rodney E. Andreasen, the emergency management director for Jackson County, Fla., decided on Friday that it… [+802 chars]","Places hit hard by Hurricane Michael are slowly returning to normal, but residents worry that officials will be in too great a hurry to move on.",2018-10-21T22:52:50Z,"{'id': 'the-new-york-times', 'name': 'The New York Times'}",Hurricane Michael Victims’ Biggest Fear: ‘People Are Going to Start Forgetting’,https://www.nytimes.com/2018/10/21/us/fema-hurricane-michael-disaster-damage.html,https://static01.nyt.com/images/2018/10/21/us/22MICHAEL-DISASTERS-slide-MSXC/22MICHAEL-DISASTERS-slide-MSXC-facebookJumbo.jpg
962,MARY HUI,"What were reading Michael Wines, a national correspondent, recommends this from Aeon : Toss a baseball, and you can predict with precision where it will land. Shoot photons at a wall with two slits, however, and you get a different result wondrous, illogical,… [+1327 chars]","President Trump held a swearing-in ceremony for Justice Brett Kavanaugh at the White House on Monday, although the justice was officially sworn in on Saturday.",2018-10-09T09:58:37Z,"{'id': 'the-new-york-times', 'name': 'The New York Times'}","Hurricane Michael, Hope Hicks, Google Plus: Your Tuesday Briefing",https://www.nytimes.com/2018/10/09/briefing/hurricane-michael-hope-hicks-google-plus.html,https://static01.nyt.com/images/2018/10/09/world/09USBriefing-amcore/09USBriefing-Kavanugh-facebookJumbo.jpg
963,THE NEW YORK TIMES,Hurricane Michael comes as undecided voters and polls suggest there are not many of them in Florida this year are finalizing their choices less than four weeks before statewide elections. It presents opportunities and hazards for a host of candidates eager to… [+927 chars],The storm strengthened to Category 4 overnight and was expected to make landfall in Florida on Wednesday.,2018-10-10T09:28:55Z,"{'id': 'the-new-york-times', 'name': 'The New York Times'}",Hurricane Michael Live Updates: Florida Braces for Impending Arrival,https://www.nytimes.com/2018/10/10/us/hurricane-michael-live-updates-florida.html,https://static01.nyt.com/images/2018/10/11/us/11michael-live1/11michael-live1-facebookJumbo.jpg
964,JONATHAN WOLFE,"As we continue to slide into fall, our days are getting shorter. Today in New York, well get only 11 hours and 18 minutes of sunlight, down from more than 15 hours in June. And depending on where you live, you may experience even less. To help New Yorkers und… [+1364 chars]","The swirling center of the storm will stay far offshore, but it will still affect New York.",2018-10-12T10:00:06Z,"{'id': 'the-new-york-times', 'name': 'The New York Times'}",New York Today: New York Today: Hurricane Michael Effects,https://www.nytimes.com/2018/10/12/nyregion/new-york-today-hurricane-michael-effects.html,https://static01.nyt.com/images/2018/10/12/nyregion/12nytoday02/12nytoday02-facebookJumbo.jpg
965,JEAN RUTTER and STEPHEN REISS,"10. Finally, ever wish you could be inside your own real-life horror film? Turns out, you can. Extreme haunts first became popular as Halloween events, but companies have begun offering them year-round. The immersive horror experiences put their participants … [+513 chars]",Here’s what you need to know at the end of the day.,2018-10-10T22:22:20Z,"{'id': 'the-new-york-times', 'name': 'The New York Times'}","Hurricane Michael, Saudi Dissident, Markets: Your Wednesday Evening Briefing",https://www.nytimes.com/2018/10/10/briefing/hurricane-michael-saudi-dissident-markets.html,https://static01.nyt.com/images/2018/10/10/briefing/101018evening-briefing-promo/10evening-briefing-slide-1D1O-facebookJumbo.jpg
966,"RICHARD FAUSSET, SHERI FINK and MATTHEW HAAG","When Hurricane Maria struck Puerto Rico last year, generators failed at hospitals and nursing homes during prolonged power failures, and deaths from chronic illnesses across the population climbed. Patients having medical emergencies at home are also vulnerab… [+1379 chars]","Debris outside Bay Medical Center in Panama City, Fla., on Thursday. In Florida, four hospitals and 11 nursing facilities were closed, according to the Federal Emergency Management Agency.",2018-10-11T19:57:05Z,"{'id': 'the-new-york-times', 'name': 'The New York Times'}",Hospitals Pummeled by Hurricane Michael Scramble to Evacuate Patients,https://www.nytimes.com/2018/10/11/us/hurricane-michael-hospitals-damage-florida.html,https://static01.nyt.com/images/2018/10/12/us/12michael-hospitals01/12michael-hospitals01-facebookJumbo.jpg
967,MARY HUI,"The Times, in other words Heres an image of todays front page, and links to our Opinion content and crossword puzzles. What were reading Jennifer Jett, a senior staff editor, recommends this essay in Stat : When Doreen Carvajal, a former Times reporter, learn… [+1388 chars]","Lakefront Airport in New Orleans was heavily damaged during Hurricane Katrina. Despite FEMA recovery assistance, its protection from storm surge is not much better than before.",2018-10-08T10:22:48Z,"{'id': 'the-new-york-times', 'name': 'The New York Times'}","Tropical Storm Michael, Limousine Crash, Nobel in Economics: Your Monday Briefing",https://www.nytimes.com/2018/10/08/briefing/tropical-storm-michael-limousine-crash-nobel-economics.html,https://static01.nyt.com/images/2018/10/08/us/08us-ambriefing-fema-AMCORE/merlin_144827682_e99e0fcd-90c5-46e1-bc7b-10285b666c15-facebookJumbo.jpg
968,PATRICIA MAZZEI and ALAN BLINDER,"No Southern governor casts a more prolific figure during a hurricane than Mr. Scott, who has been darting from one county emergency operations center to the next for closed-door meetings and somber news conferences. Dressed in his iteration of what political … [+2153 chars]","Hurricane Michael arrives in the height of campaign season in Florida, and Gov. Rick Scott, who is running for the Senate, already is in heavy public service mode. So are other Florida politicians.",2018-10-10T00:07:58Z,"{'id': 'the-new-york-times', 'name': 'The New York Times'}","A Hurricane’s Coming, but Fear Not, the Governor Is Here. And Here. And Here.",https://www.nytimes.com/2018/10/09/us/florida-politicians-hurricane-michael.html,https://static01.nyt.com/images/2018/10/10/us/10michael-politics-1-print/10michael-politics-facebookJumbo.jpg
969,PATRICIA MAZZEI,"Were going to lose thousands of dollars worth of shrimp, T.J. said. And dont ask about the oysters. The shrimp business is off and on, always, he said. The oyster business has been really bad. Really bad. There are so few wild oysters left that the Wards turn… [+1521 chars]","The small oyster town of Apalachicola, on a remote point on the Gulf of Mexico, had already suffered through drought and an oil spill. Then Hurricane Michael swept through.",2018-10-12T21:29:07Z,"{'id': 'the-new-york-times', 'name': 'The New York Times'}","For a Struggling Oyster Town, Hurricane Michael May Be One Misery Too Many",https://www.nytimes.com/2018/10/12/us/fishing-communities-damage-hurricane.html,https://static01.nyt.com/images/2018/10/13/us/13MICHAEL-APALACHICOLA-01/13MICHAEL-APALACHICOLA-01-facebookJumbo.jpg
970,GLENN THRUSH,"This is the most severe weather anyone here has ever seen, Ms. Cox said. We have got to find a way to talk to people about whats happening. Im not sure how to do that. The best I can come up with is to call it climate variability. Thats an expression people s… [+1400 chars]","Renee and Clayton Moss in a cotton field destroyed by Hurricane Michael. “Have we had three bad years in a row? Yeah,” Mr. Moss said. “But I’m worried about the weather, not about climate change.”",2018-10-19T17:55:44Z,"{'id': 'the-new-york-times', 'name': 'The New York Times'}","After Hurricane Michael, Georgia Farmers Debate: Bad Luck, or Climate Change?",https://www.nytimes.com/2018/10/19/us/hurricane-michael-cotton-agriculture-climate-change.html,https://static01.nyt.com/images/2018/10/20/business/20MICHAEL-COTTON03/merlin_145483269_80d9b595-bc0e-436b-b3b5-742d4a36a6b6-facebookJumbo.jpg
971,MATT STEVENS,"The wind, he was told, had lifted up a portable carport that had been behind the house and thrust it toward the home such that one of its legs burst through the ceiling or the window, Im not sure which, Mr. Radney said. It struck both Sarah and Mr. Radneys mo… [+1173 chars]","A girl in Georgia was killed when strong winds from Hurricane Michael tore away a carport and sent it hurtling into the modular home she was in, officials said.",2018-10-12T04:42:34Z,"{'id': 'the-new-york-times', 'name': 'The New York Times'}","‘Last Night Was Just Hell’: Father Describes Death of Girl, 11, During Hurricane Michael",https://www.nytimes.com/2018/10/11/us/hurricane-michael-girl-dead.html,https://static01.nyt.com/images/2018/10/12/us/12xp-father/12xp-father-facebookJumbo.jpg
972,DAVE PHILIPPS,"The Air Force has a base that can serve as a model: Andersen Air Force Base, in Typhoon Alley on the Pacific island of Guam. The base was destroyed by the ferocious winds of Typhoon Karen in 1962, which exceeded 175 miles an hour, and it has been hit by a suc… [+1909 chars]","The devastation of Tyndall Air Force Base, where 17 grounded F-22 stealth fighters were damaged in the storm, points to American air power’s vulnerability in major hurricanes.",2018-10-17T21:42:13Z,"{'id': 'the-new-york-times', 'name': 'The New York Times'}",Exposed by Michael: Climate Threat to Warplanes at Coastal Bases,https://www.nytimes.com/2018/10/17/us/tyndall-afb-damage-hurricane-michael.html,https://static01.nyt.com/images/2018/10/18/business/18TYNDALL/18TYNDALL-facebookJumbo.jpg
973,PATRICIA MAZZEI,"Elsewhere in town, people who were better off tried to recover. Jodi Connett, 37, and her friend, Kathy Weir, 57, rode a golf cart to Ms. Connetts boyfriends house, where they lifted a pile of sandbags and surveyed the soggy damage. At Poseys restaurant, Sher… [+1253 chars]","The Florida Panhandle is dotted with small, rural communities, some of them among the poorest in the state. Evacuation was difficult for many there.",2018-10-11T17:03:31Z,"{'id': 'the-new-york-times', 'name': 'The New York Times'}","‘I Got Stuck’: In Poor, Rural Communities, Fleeing Hurricane Michael Was Tough",https://www.nytimes.com/2018/10/11/us/florida-hurricane-poor-communities-pandhandle.html,https://static01.nyt.com/images/2018/10/12/us/12michael-poverty01/12michael-poverty01-facebookJumbo.jpg
974,RICHARD FAUSSET,"PANAMA CITY, Fla. Hurricane Michael arrived in the afternoon, its wind shoving and shoving again like an incessant bully. Behind a hotel window, the shoves came with a whoosh of bass and ominous squeaking from the places where the glass bowed, aching against … [+942 chars]","As the storm made landfall on the coast of the Florida Panhandle, those left near ground zero were in for a terrible beating.",2018-10-10T19:57:56Z,"{'id': 'the-new-york-times', 'name': 'The New York Times'}",Shrieking Wind and Shuddering Glass: Hurricane Michael Arrives With a Punch,https://www.nytimes.com/2018/10/10/us/florida-winds-weather-category-4.html,https://static01.nyt.com/images/2018/10/11/us/11michael-scene01/11michael-scene01-facebookJumbo.jpg
975,PATRICIA MAZZEI and AUDRA D. S. BURCH,"Im receiving phone calls, getting passed information from family members trying to find loved ones here in town, he said. We know each person, in the majority of the houses. We have a strong foundation. Its a very resilient town. About 30 miles north, 80 memb… [+1476 chars]","Under an unflinching Florida sun, the teams looked for the tiniest signs of life amid debris and thick brush.",2018-10-13T23:46:55Z,"{'id': 'the-new-york-times', 'name': 'The New York Times'}","With Sniffer Dogs and Hope, Rescue Teams Comb Shambles Left by Hurricane Michael",https://www.nytimes.com/2018/10/13/us/hurricane-michael-fema-search-rescue-florida.html,https://static01.nyt.com/images/2018/10/14/us/14michael-search1/14michael-search1-facebookJumbo.jpg
976,LIAM STACK,"That is the big question, and at the moment the answer is not clear. The first step is establishing a way for election officials to communicate with voters, and that has not yet been possible in the hardest-hit areas, where electricity and cellphone outages a… [+493 chars]","More than 200,000 voters live in counties devastated by the storm. Officials are working to ensure they can vote in November, but damaged buildings and widespread power outages make that an uphill battle.",2018-10-17T21:01:25Z,"{'id': 'the-new-york-times', 'name': 'The New York Times'}",Hurricane Michael Ravaged the Florida Panhandle. Will Residents Be Able to Vote?,https://www.nytimes.com/2018/10/17/us/politics/florida-storm-victims-voting.html,https://static01.nyt.com/images/2018/10/18/us/politics/18stormvoters-print/18stormvoters-2-facebookJumbo.jpg
977,ALAN BLINDER,"Free tarps are being handed out at the parking lot on 15th Street! The Federal Emergency Management Agency, fearing that unchecked rumors could create new perils, has turned to an increasingly familiar page in its response playbook and set up a web page label… [+2129 chars]",Bed bugs have infested a shelter. FEMA is distributing free cash. Rumors like these have swept the Florida Panhandle since the hurricane. It’s like a game of telephone.,2018-10-18T20:50:16Z,"{'id': 'the-new-york-times', 'name': 'The New York Times'}",Where’d You Hear That? A Rumor Mill Churns Amid Hurricane Michael’s Rubble,https://www.nytimes.com/2018/10/18/us/rumors-hurricane-michael-florida.html,https://static01.nyt.com/images/2018/10/19/business/19MICHAEL-RUMORS-print/merlin_145211409_75fe6473-4c53-4ff2-a29c-fa5447da9354-facebookJumbo.jpg
978,PATRICIA MAZZEI,"Hurricane politics are expected to arise but not dominate during Sundays debate. The rivals squabbled during the storm over whether it was appropriate for Mr. DeSantis, a former congressman who resigned after winning the August primary, to keep airing televis… [+1416 chars]","Ron DeSantis, left, and Andrew Gillum will face off in Tampa on Sunday night for the first debate in Florida’s race for governor.",2018-10-21T20:15:04Z,"{'id': 'the-new-york-times', 'name': 'The New York Times'}",Florida Governor Debate: Here’s What to Watch When Andrew Gillum and Ron DeSantis Face Off,https://www.nytimes.com/2018/10/21/us/politics/gillum-desantis-florida-debate.html,https://static01.nyt.com/images/2018/10/22/us/22floridadebate2/22floridadebate2-facebookJumbo.jpg
979,BBC News,"Video In Mexico Beach, Florida, helicopter cameras capture a trail of devastation left after Hurricane Michael swept through.","In Mexico Beach, Florida, helicopter cameras capture a trail of devastation left after Hurricane Michael swept through.",2018-10-11T19:50:05Z,"{'id': 'bbc-news', 'name': 'BBC News'}",Aerial footage shows Hurricane Michael destruction,https://www.bbc.co.uk/news/av/world-us-canada-45831393/aerial-footage-shows-hurricane-michael-destruction,https://ichef.bbci.co.uk/news/1024/branded_news/1FF6/production/_103828180_p06nkr4p.jpg
980,https://www.facebook.com/bbcnews,"Image copyright Getty Images Image caption Florida Governor Rick Scott warned state residents that ""this storm could kill you"" Powerful Hurricane Michael is set to make landfall in Florida later on Wednesday, forcing mass evacuations in the southern US state.… [+6628 chars]","More than 370,000 people have been ordered to evacuate as Hurricane Michael heads towards Florida.",2018-10-10T03:48:18Z,"{'id': 'bbc-news', 'name': 'BBC News'}",Hurricane Michael: 'Monstrous' storm set to hit Florida,https://www.bbc.co.uk/news/world-us-canada-45806599,https://ichef.bbci.co.uk/news/1024/branded_news/133CE/production/_103789787_e7318ab0-a086-4ad4-ad58-d08a680d5a51.jpg
981,https://www.facebook.com/bbcnews,"Media caption Hurricane Michael may reach category three strength before it arrives in Florida Hurricane Michael has strengthened to a category two storm, with winds reaching in excess of 100mph (155km/h) as it barrels towards the Florida coast. The storm is … [+3478 chars]",Tens of thousands of people have been told to evacuate before the storm hits Florida on Wednesday.,2018-10-09T12:35:17Z,"{'id': 'bbc-news', 'name': 'BBC News'}",Hurricane Michael: 'Monstrous' storm strengthens to category two,https://www.bbc.co.uk/news/world-us-canada-45791180,https://ichef.bbci.co.uk/images/ic/1024x576/p06nc84l.jpg
982,https://www.facebook.com/bbcnews,"Media caption Aerial footage shows the destruction in Mexico Beach, Florida Hurricane Michael has all but rubbed a Florida beach town off the map after landing like the ""mother of all bombs"". The storm smashed into the state's north-west coast near the commun… [+8434 chars]",The storm snapped boats in two and knocked over 30-ton freight rail cars like toys.,2018-10-12T13:16:34Z,"{'id': 'bbc-news', 'name': 'BBC News'}",Hurricane Michael erases beach town like 'mother of all bombs',https://www.bbc.co.uk/news/world-us-canada-45839343,https://ichef.bbci.co.uk/images/ic/1024x576/p06nljm9.jpg
983,https://www.facebook.com/bbcnews,"Our selection of some of the most striking news photographs taken around the world this week. Image copyright Joe Raedle/Reuters Image caption Hurricane Michael, the most powerful ever to hit north-west Florida, brought devastation as it made landfall in the … [+1951 chars]","A selection of the best news photographs from around the world, taken over the past week.",2018-10-12T23:54:48Z,"{'id': 'bbc-news', 'name': 'BBC News'}",Week in pictures: 7 - 12 October 2018,https://www.bbc.co.uk/news/in-pictures-45839872,https://ichef.bbci.co.uk/news/1024/branded_news/16F83/production/_103838049_hi049908953.jpg
984,,Chat with us in Facebook Messenger. Find out what's happening in the world as it unfolds.,Hurricane Michael is projected to be Florida's most dangerous hurricane. CNN's Randi Kaye takes a look at past hurricanes that come close in comparison.,2018-10-10T01:23:38Z,"{'id': 'cnn', 'name': 'CNN'}",A look at Florida's most dangerous hurricanes,https://www.cnn.com/videos/weather/2018/10/10/florida-most-dangerous-hurricanes-kaye-pkg-ac-vpx.cnn,https://cdn.cnn.com/cnnnext/dam/assets/181009212021-most-dangerous-hurricanes-florida--super-tease.jpg
985,,Chat with us in Facebook Messenger. Find out what's happening in the world as it unfolds.,"Hurricane Michael is threatening more than 300 miles of the Gulf Coast, prompting emergency declarations in more than 100 counties from Mobile, Alabama, through the Florida Panhandle and into the state's Big Bend region.",2018-10-09T11:34:41Z,"{'id': 'cnn', 'name': 'CNN'}",Track Hurricane Michael's path,https://www.cnn.com/videos/weather/2018/10/09/hurricane-michael-weather-tuesday-update-vpx.cnn,https://cdn.cnn.com/cnnnext/dam/assets/181009041048-tuesday-hurricane-michael-update-weather-super-tease.jpg
986,,Chat with us in Facebook Messenger. Find out what's happening in the world as it unfolds.,"CNN's John Berman and Dianne Gallagher report from Panama City Beach, Florida, as Hurricane Michael approaches landfall.",2018-10-10T17:52:57Z,"{'id': 'cnn', 'name': 'CNN'}",Flying debris: See metal sheeting fly past CNN reporters,https://www.cnn.com/videos/weather/2018/10/10/cnn-reporter-in-heavy-rain-winds-hurricane-michael-vpx.cnn,https://cdn.cnn.com/cnnnext/dam/assets/181010134701-john-berman-sheet-metal-super-tease.jpg
987,,Chat with us in Facebook Messenger. Find out what's happening in the world as it unfolds.,CNN's Brooke Baldwin gets an aerial view of the destruction left in the wake of Hurricane Michael.,2018-10-11T14:28:18Z,"{'id': 'cnn', 'name': 'CNN'}",Bird's-eye view: Aerial footage shows catastrophic damage,https://www.cnn.com/videos/us/2018/10/11/brooke-baldwin-hurricane-michael-damage-helicopter-view-vpx.cnn,https://cdn.cnn.com/cnnnext/dam/assets/181011100517-hurricane-michael-damage-chooper-shot-1-super-tease.jpg
988,,Chat with us in Facebook Messenger. Find out what's happening in the world as it unfolds.,"Drone footage showing the aftermath of Hurricane Michael reveals a basketball gym in Panama City, Florida, that had some of its sides ripped off and windows blown out.",2018-10-11T01:22:04Z,"{'id': 'cnn', 'name': 'CNN'}",Incredible devastation: Storm shreds school gym,https://www.cnn.com/videos/weather/2018/10/11/panama-city-basketball-court-destroyed-drone-video-ac360-vpx.cnn,https://cdn.cnn.com/cnnnext/dam/assets/181010205608-panama-city-gym-destroyed-super-tease.jpg
989,,Chat with us in Facebook Messenger. Find out what's happening in the world as it unfolds.,"CNN's Brooke Baldwin tours the ruins of Mexico Beach, Florida, where residents describe their horror at the sight of what's been lost to Hurricane Michael.",2018-10-12T00:43:58Z,"{'id': 'cnn', 'name': 'CNN'}",Brought to tears: Storm victim's emotional call with loved one,https://www.cnn.com/videos/us/2018/10/12/hurricane-michael-survivors-florida-ruins-baldwin-dnt-ac-vpx.cnn,https://cdn.cnn.com/cnnnext/dam/assets/181011204206-hurricane-michael-mexico-beach-survivor-super-tease.jpg
990,,Chat with us in Facebook Messenger. Find out what's happening in the world as it unfolds.,"Russell King and Dr. Lebron Lackey, the homeowners of one of the few houses left standing in Mexico Beach, Florida, following Hurricane Michael, say when they built their home they kept asking themselves what would survive ""The Big One.""",2018-10-16T13:32:44Z,"{'id': 'cnn', 'name': 'CNN'}",This house withstood a historic hurricane,https://www.cnn.com/videos/us/2018/10/16/house-survives-hurricane-michael-homeowners-response-sot-newday-vpx.cnn,https://cdn.cnn.com/cnnnext/dam/assets/181015141257-01-mexico-beach-sand-palace-super-tease.jpg
991,,Chat with us in Facebook Messenger. Find out what's happening in the world as it unfolds.,"Mexico Beach, Florida was hit hard by Hurricane Michael, which packed 150 mph winds. Tessa Talarico captured some of the damage on her phone.",2018-10-10T20:09:47Z,"{'id': 'cnn', 'name': 'CNN'}",Flooding: See Michael's devastation in Mexico Beach,https://www.cnn.com/videos/weather/2018/10/10/hurricane-michael-devastation-mexico-beach-orig-instagram-js.cnn,https://cdn.cnn.com/cnnnext/dam/assets/181010154755-hurricane-michael-devastation-mexico-beach-orig-instagram-js-00000000-super-tease.jpg
992,,Chat with us in Facebook Messenger. Find out what's happening in the world as it unfolds.,"A home security camera on St. George Island, Florida, shows ocean waves rolling through residential yards as Hurricane Michael strikes the Florida Panhandle.",2018-10-11T16:53:20Z,"{'id': 'cnn', 'name': 'CNN'}",Security camera shows yard turn into ocean,https://www.cnn.com/videos/weather/2018/10/11/st-george-island-storm-surge-camera-orig-vstan-bdk.cnn,https://cdn.cnn.com/cnnnext/dam/assets/181011124308-st-george-island-mandi-jackson-security-camera-hurricane-michael-1-super-tease.jpg
993,"Holly Yan, CNN","(CNN) Tropical Storm Michael formed near the Yucatan Peninsula on Sunday, and it's on track to wallop the United States. ""The current forecast indicates the storm entering the Gulf of Mexico by Monday morning, strengthening to a hurricane by early Wednesday a… [+798 chars]","Tropical Storm Michael formed near the Yucatan Peninsula on Sunday, and it's on track to wallop the United States.",2018-10-07T19:34:00Z,"{'id': 'cnn', 'name': 'CNN'}",Tropical Storm Michael will likely slam the US as a hurricane this week,https://www.cnn.com/2018/10/07/us/tropical-storm-michael-wxc/index.html,https://cdn.cnn.com/cnn/.e/img/4.0/logos/cnn_logo_social.jpg
994,"Holly Yan, CNN","(CNN) Deserts aren't supposed to get much rain, but Tropical Storm Rosa is flipping the script. Rosa is forecast to make landfall early Tuesday with more than 11 million people under a flash flood watch in the Southwest, CNN meteorologist Michael Guy said. It… [+1693 chars]","Deserts aren't supposed to get much rain, but Tropical Storm Rosa is flipping the script. The storm is expected to dump up to 6 inches of rain on parts of Arizona.",2018-10-02T04:17:32Z,"{'id': 'cnn', 'name': 'CNN'}",Tropical Storm Rosa threatens 11 million people with flooding in the Southwest,https://www.cnn.com/2018/10/02/weather/tropical-storm-rosa-wxc/index.html,https://cdn.cnn.com/cnnnext/dam/assets/180930072857-01-hurricane-rosa-graphic-0930-730am-super-tease.jpg
995,"Jeremy Diamond, CNN","(CNN) President Donald Trump, speaking during a hurricane recovery briefing in Georgia, said he believes ""there is something there"" when asked about climate change, but once again cast doubt on the overwhelming scientific consensus that climate change is caus… [+2637 chars]","President Donald Trump, speaking during a hurricane recovery briefing in Georgia, said he believes ""there is something there"" when asked about climate change, but once again cast doubt on the overwhelming scientific consensus that climate change is caused by …",2018-10-15T22:14:58Z,"{'id': 'cnn', 'name': 'CNN'}","Trump on climate change: 'Man-made or not, I mean, there's something there'",https://www.cnn.com/2018/10/15/politics/trump-climate-change/index.html,https://cdn.cnn.com/cnnnext/dam/assets/181015151701-06-trump-florida-1015-super-tease.jpg
996,Jeffrey Sachs,"Jeffrey Sachs is a professor and director of the Center for Sustainable Development at Columbia University. The opinions expressed in this commentary are those of the author; view more opinion articles on CNN. (CNN) President Donald Trump, Florida Gov. Rick S… [+5665 chars]","Jeffrey Sachs writes President Donald Trump, Florida Governor Rick Scott, Florida Senator Marco Rubio, and others who oppose action to address human-induced climate change should be held accountable for climate crimes against humanity. These politicians have …",2018-10-18T16:17:52Z,"{'id': 'cnn', 'name': 'CNN'}",Trump's failure to fight climate change is a crime against humanity,https://www.cnn.com/2018/10/18/opinions/trumps-failure-to-fight-climate-change-sachs/index.html,https://cdn.cnn.com/cnnnext/dam/assets/181015154920-09-trump-florida-1015-super-tease.jpg
997,"Pat Wiedenkeller, CNN","In a new series of weekly columns (available soon as a newsletter), we're looking back at the strongest, smartest opinion takes of the week from CNN and other outlets. (CNN) A Taylor Swift bump, a Nikki Haley bombshell, some bad-new polls for Republicans abou… [+8761 chars]","A Taylor Swift bump, a Nikki Haley bombshell, some bad-new polls for Republicans about women voters. Women (and girls!) dominated the week's news. But Melania Trump and Michelle Obama had the most arresting turns in the spotlight, showing just how different t…",2018-10-14T12:37:39Z,"{'id': 'cnn', 'name': 'CNN'}",Opinion: A tale of two first ladies,https://www.cnn.com/2018/10/14/opinions/a-tale-of-two-first-ladies-opinion-wrapup-column/index.html,https://cdn.cnn.com/cnnnext/dam/assets/181012141921-20181011-first-ladies-sunday-opinion-column-super-tease.jpg
998,BBC News,,The storm with winds reaching 155mph is causing destruction across Florida's north-west Panhandle region.,2018-10-10T21:29:30Z,"{'id': 'bbc-news', 'name': 'BBC News'}",Hurricane Michael: Videos show destruction in US,https://www.bbc.co.uk/news/av/world-us-canada-45817837/hurricane-michael-videos-show-destruction-in-us,https://ichef.bbci.co.uk/news/1024/branded_news/DFF2/production/_103803375_indeximage-2.jpg
999,https://www.facebook.com/bbcnews,"Media caption Aerial footage shows the destruction in Mexico Beach, Florida Rescuers are picking their way through devastated areas of north-west Florida amid fears the death toll from Hurricane Michael will rise. At least 17 deaths have been confirmed so far… [+6023 chars]",Areas of north-west Florida worst hit by Michael's devastation have yet to be fully searched.,2018-10-13T09:02:04Z,"{'id': 'bbc-news', 'name': 'BBC News'}",Hurricane Michael: Fears deaths will rise as 'war zone' searched,https://www.bbc.co.uk/news/world-us-canada-45848895,https://ichef.bbci.co.uk/images/ic/1024x576/p06nljm9.jpg
